Usage_ID,Account,Resource_ID,TS,Service,SKU,Usage,Unit,Cost,Currency,Credit_Amount,Price_Per_Second,Effective_Date
U426,ACCT1088,VM100106,2026-05-03T08:00:00,Network,SKU3,38317,sec,3065.36,INR,0.0,0.08,2026-01-01
U427,ACCT1066,VM100229,2026-05-19T00:00:00,Network,SKU5,3746,sec,299.68,INR,0.0,0.08,2026-01-01
U428,ACCT1066,VM100213,2026-03-19T23:00:00,Compute,SKU18,37056,sec,2964.48,INR,0.0,0.08,2026-01-01
U429,ACCT1060,VM100158,2026-05-04T10:00:00,Network,SKU9,1526,sec,122.08,INR,0.0,0.08,2026-01-01
U430,ACCT1001,VM100112,2026-04-09T16:00:00,Compute,SKU14,4886,sec,390.88,INR,0.0,0.08,2026-01-01
U431,ACCT1045,VM100033,2026-04-03T08:00:00,Compute,SKU16,4048,sec,323.84,INR,0.0,0.08,2026-01-01
U432,ACCT1005,VM100147,2026-03-11T18:00:00,Storage,SKU14,11895,sec,951.6,INR,100.0,0.08,2026-01-01
U433,ACCT1048,VM100196,2026-03-18T13:00:00,Network,SKU3,24839,sec,1987.12,INR,0.0,0.08,2026-01-01
U434,ACCT1088,VM100277,2026-01-23T16:00:00,Database,SKU4,42930,sec,3434.4,INR,0.0,0.08,2026-01-01
U435,ACCT1023,VM100276,2026-03-09T01:00:00,Storage,SKU8,34758,sec,2780.64,INR,0.0,0.08,2026-01-01
U436,ACCT1001,VM100012,2026-02-20T22:00:00,Network,SKU18,30443,sec,2435.44,INR,0.0,0.08,2026-01-01
U437,ACCT1049,VM100118,2026-02-12T05:00:00,Database,SKU5,30287,sec,2422.96,INR,0.0,0.08,2026-01-01
U438,ACCT1036,VM100097,2026-06-09T23:00:00,Compute,SKU2,47615,sec,3809.2,INR,0.0,0.08,2026-01-01
U439,ACCT1085,VM100215,2026-04-15T22:00:00,Storage,SKU7,1125,sec,90,INR,0.0,0.08,2026-01-01
U440,ACCT1009,VM100052,2026-04-12T08:00:00,Network,SKU20,2300,sec,184,INR,100.0,0.08,2026-01-01
U441,ACCT1087,VM100025,2026-02-11T18:00:00,Compute,SKU13,48632,sec,3890.56,INR,0.0,0.08,2026-01-01
U442,ACCT1057,VM100120,2026-04-03T02:00:00,Compute,SKU5,14338,sec,1147.04,INR,0.0,0.08,2026-01-01
U443,ACCT1065,VM100149,2026-02-09T23:00:00,Database,SKU19,48040,sec,3843.2,INR,0.0,0.08,2026-01-01
U444,ACCT1077,VM100165,2026-02-10T10:00:00,Storage,SKU17,19876,sec,1590.08,INR,0.0,0.08,2026-01-01
U445,ACCT1029,VM100212,2026-02-21T06:00:00,Compute,SKU18,18132,sec,1450.56,INR,0.0,0.08,2026-01-01
U446,ACCT1076,VM100090,2026-04-17T20:00:00,Network,SKU18,44582,sec,3566.56,INR,0.0,0.08,2026-01-01
U447,ACCT1064,VM100025,2026-06-15T22:00:00,Network,SKU17,22671,sec,1813.68,INR,0.0,0.08,2026-01-01
U448,ACCT1041,VM100214,2026-03-11T16:00:00,Database,SKU13,9879,sec,790.32,INR,100.0,0.08,2026-01-01
U449,ACCT1024,VM100276,2026-03-22T19:00:00,Storage,SKU10,15892,sec,1271.36,INR,0.0,0.08,2026-01-01
U450,ACCT1091,VM100074,2026-05-18T12:00:00,Compute,SKU18,30444,sec,2435.52,INR,0.0,0.08,2026-01-01
U451,ACCT1053,VM100214,2026-04-06T02:00:00,Storage,SKU13,34833,sec,2786.64,INR,0.0,0.08,2026-01-01
U452,ACCT1032,VM100131,2026-02-04T16:00:00,Compute,SKU15,21744,sec,1739.52,INR,0.0,0.08,2026-01-01
U453,ACCT1048,VM100048,2026-04-02T09:00:00,Storage,SKU2,47586,sec,3806.88,INR,0.0,0.08,2026-01-01
U454,ACCT1035,VM100194,2026-04-25T23:00:00,Compute,SKU3,39747,sec,3179.76,INR,0.0,0.08,2026-01-01
U455,ACCT1025,VM100287,2026-02-07T00:00:00,Storage,SKU11,31517,sec,2521.36,INR,0.0,0.08,2026-01-01
U456,ACCT1039,VM100008,2026-02-06T03:00:00,Compute,SKU16,12553,sec,1004.24,INR,100.0,0.08,2026-01-01
U457,ACCT1032,VM100105,2026-03-09T16:00:00,Database,SKU10,15784,sec,1262.72,INR,0.0,0.08,2026-01-01
U458,ACCT1049,VM100239,2026-04-02T01:00:00,Database,SKU10,42614,sec,3409.12,INR,0.0,0.08,2026-01-01
U459,ACCT1034,VM100185,2026-03-29T12:00:00,Network,SKU4,32689,sec,2615.12,INR,0.0,0.08,2026-01-01
U460,ACCT1093,VM100241,2026-05-10T23:00:00,Storage,SKU12,21086,sec,1686.88,INR,0.0,0.08,2026-01-01
U461,ACCT1041,VM100212,2026-01-08T19:00:00,Storage,SKU5,36965,sec,2957.2,INR,0.0,0.08,2026-01-01
U462,ACCT1003,VM100134,2026-04-05T10:00:00,Network,SKU10,38375,sec,3070,INR,0.0,0.08,2026-01-01
U463,ACCT1020,VM100101,2026-02-26T07:00:00,Network,SKU19,15174,sec,1213.92,INR,0.0,0.08,2026-01-01
U464,ACCT1032,VM100256,2026-04-04T23:00:00,Database,SKU9,43000,sec,3440,INR,100.0,0.08,2026-01-01
U465,ACCT1098,VM100251,2026-06-14T22:00:00,Network,SKU15,47519,sec,3801.52,INR,0.0,0.08,2026-01-01
U466,ACCT1022,VM100181,2026-01-29T21:00:00,Network,SKU6,9272,sec,741.76,INR,0.0,0.08,2026-01-01
U467,ACCT1070,VM100031,2026-03-31T10:00:00,Compute,SKU2,2316,sec,185.28,INR,0.0,0.08,2026-01-01
U468,ACCT1098,VM100004,2026-03-12T09:00:00,Storage,SKU3,9110,sec,728.8,INR,0.0,0.08,2026-01-01
U469,ACCT1091,VM100078,2026-01-02T13:00:00,Network,SKU12,14434,sec,1154.72,INR,0.0,0.08,2026-01-01
U470,ACCT1008,VM100248,2026-04-23T12:00:00,Compute,SKU1,32072,sec,2565.76,INR,0.0,0.08,2026-01-01
U471,ACCT1069,VM100283,2026-03-12T04:00:00,Compute,SKU17,876,sec,70.08,INR,0.0,0.08,2026-01-01
U472,ACCT1093,VM100141,2026-04-02T10:00:00,Compute,SKU17,18888,sec,1511.04,INR,100.0,0.08,2026-01-01
U473,ACCT1090,VM100221,2026-05-18T14:00:00,Compute,SKU4,11848,sec,947.84,INR,0.0,0.08,2026-01-01
U474,ACCT1068,VM100077,2026-02-11T03:00:00,Database,SKU12,12678,sec,1014.24,INR,0.0,0.08,2026-01-01
U475,ACCT1035,VM100204,2026-01-14T11:00:00,Network,SKU15,24548,sec,1963.84,INR,0.0,0.08,2026-01-01
U476,ACCT1073,VM100125,2026-04-29T23:00:00,Database,SKU3,14901,sec,1192.08,INR,0.0,0.08,2026-01-01
U477,ACCT1084,VM100017,2026-01-16T22:00:00,Network,SKU13,26660,sec,2132.8,INR,0.0,0.08,2026-01-01
U478,ACCT1071,VM100244,2026-01-10T13:00:00,Compute,SKU6,41829,sec,3346.32,INR,0.0,0.08,2026-01-01
U479,ACCT1011,VM100256,2026-05-25T06:00:00,Database,SKU19,28536,sec,2282.88,INR,0.0,0.08,2026-01-01
U480,ACCT1013,VM100271,2026-06-06T20:00:00,Storage,SKU7,2888,sec,231.04,INR,100.0,0.08,2026-01-01
U481,ACCT1089,VM100291,2026-03-23T03:00:00,Compute,SKU3,17866,sec,1429.28,INR,0.0,0.08,2026-01-01
U482,ACCT1088,VM100144,2026-06-03T11:00:00,Compute,SKU6,35688,sec,2855.04,INR,0.0,0.08,2026-01-01
U483,ACCT1041,VM100009,2026-06-14T02:00:00,Storage,SKU13,13676,sec,1094.08,INR,0.0,0.08,2026-01-01
U484,ACCT1010,VM100154,2026-01-28T17:00:00,Storage,SKU19,37059,sec,2964.72,INR,0.0,0.08,2026-01-01
U485,ACCT1050,VM100277,2026-02-26T14:00:00,Storage,SKU3,25255,sec,2020.4,INR,0.0,0.08,2026-01-01
U486,ACCT1065,VM100178,2026-01-10T03:00:00,Network,SKU8,6501,sec,520.08,INR,0.0,0.08,2026-01-01
U487,ACCT1010,VM100175,2026-04-14T06:00:00,Network,SKU11,40330,sec,3226.4,INR,0.0,0.08,2026-01-01
U488,ACCT1004,VM100140,2026-05-14T17:00:00,Network,SKU8,29627,sec,2370.16,INR,100.0,0.08,2026-01-01
U489,ACCT1046,VM100284,2026-06-10T14:00:00,Network,SKU6,24703,sec,1976.24,INR,0.0,0.08,2026-01-01
U490,ACCT1088,VM100300,2026-04-23T18:00:00,Compute,SKU20,25008,sec,2000.64,INR,0.0,0.08,2026-01-01
U491,ACCT1038,VM100127,2026-05-02T16:00:00,Compute,SKU9,4917,sec,393.36,INR,0.0,0.08,2026-01-01
U492,ACCT1020,VM100195,2026-05-02T11:00:00,Storage,SKU13,41643,sec,3331.44,INR,0.0,0.08,2026-01-01
U493,ACCT1041,VM100185,2026-01-19T04:00:00,Compute,SKU10,6097,sec,487.76,INR,0.0,0.08,2026-01-01
U494,ACCT1057,VM100185,2026-05-10T22:00:00,Compute,SKU5,17779,sec,1422.32,INR,0.0,0.08,2026-01-01
U495,ACCT1012,VM100096,2026-03-15T13:00:00,Network,SKU4,29515,sec,2361.2,INR,0.0,0.08,2026-01-01
U496,ACCT1004,VM100046,2026-03-02T09:00:00,Compute,SKU20,36421,sec,2913.68,INR,100.0,0.08,2026-01-01
U497,ACCT1077,VM100167,2026-05-28T09:00:00,Compute,SKU10,25346,sec,2027.68,INR,0.0,0.08,2026-01-01
U498,ACCT1053,VM100199,2026-05-13T23:00:00,Storage,SKU19,5650,sec,452,INR,0.0,0.08,2026-01-01
U499,ACCT1067,VM100087,2026-04-27T23:00:00,Storage,SKU5,25051,sec,2004.08,INR,0.0,0.08,2026-01-01
U500,ACCT1035,VM100155,2026-02-15T19:00:00,Storage,SKU3,32417,sec,2593.36,INR,0.0,0.08,2026-01-01
U501,ACCT1022,VM100223,2026-02-17T02:00:00,Database,SKU16,27697,sec,2215.76,INR,0.0,0.08,2026-01-01
U502,ACCT1010,VM100185,2026-02-12T22:00:00,Network,SKU20,16260,sec,1300.8,INR,0.0,0.08,2026-01-01
U503,ACCT1079,VM100101,2026-03-20T03:00:00,Storage,SKU10,7110,sec,568.8,INR,0.0,0.08,2026-01-01
U504,ACCT1001,VM100203,2026-02-26T16:00:00,Network,SKU11,40744,sec,3259.52,INR,100.0,0.08,2026-01-01
U505,ACCT1057,VM100172,2026-03-15T11:00:00,Storage,SKU10,42766,sec,3421.28,INR,0.0,0.08,2026-01-01
U506,ACCT1042,VM100103,2026-03-23T18:00:00,Storage,SKU13,20690,sec,1655.2,INR,0.0,0.08,2026-01-01
U507,ACCT1041,VM100150,2026-05-06T10:00:00,Network,SKU19,45644,sec,3651.52,INR,0.0,0.08,2026-01-01
U508,ACCT1032,VM100167,2026-03-06T04:00:00,Network,SKU12,18469,sec,1477.52,INR,0.0,0.08,2026-01-01
U509,ACCT1015,VM100289,2026-02-04T02:00:00,Storage,SKU18,38912,sec,3112.96,INR,0.0,0.08,2026-01-01
U510,ACCT1004,VM100237,2026-06-10T22:00:00,Storage,SKU15,46523,sec,3721.84,INR,0.0,0.08,2026-01-01
U511,ACCT1038,VM100036,2026-05-20T18:00:00,Network,SKU5,26913,sec,2153.04,INR,0.0,0.08,2026-01-01
U512,ACCT1082,VM100156,2026-02-11T07:00:00,Storage,SKU14,16659,sec,1332.72,INR,100.0,0.08,2026-01-01
U513,ACCT1049,VM100038,2026-03-18T15:00:00,Network,SKU19,39286,sec,3142.88,INR,0.0,0.08,2026-01-01
U514,ACCT1052,VM100274,2026-03-28T11:00:00,Network,SKU18,45431,sec,3634.48,INR,0.0,0.08,2026-01-01
U515,ACCT1005,VM100185,2026-04-30T17:00:00,Compute,SKU4,35286,sec,2822.88,INR,0.0,0.08,2026-01-01
U516,ACCT1099,VM100128,2026-04-23T05:00:00,Database,SKU6,43661,sec,3492.88,INR,0.0,0.08,2026-01-01
U517,ACCT1083,VM100023,2026-04-07T02:00:00,Network,SKU11,42372,sec,3389.76,INR,0.0,0.08,2026-01-01
U518,ACCT1056,VM100055,2026-01-02T19:00:00,Database,SKU8,6562,sec,524.96,INR,0.0,0.08,2026-01-01
U519,ACCT1066,VM100266,2026-04-06T05:00:00,Storage,SKU15,38144,sec,3051.52,INR,0.0,0.08,2026-01-01
U520,ACCT1048,VM100201,2026-03-21T00:00:00,Storage,SKU12,44635,sec,3570.8,INR,100.0,0.08,2026-01-01
U521,ACCT1004,VM100248,2026-01-18T20:00:00,Network,SKU3,19461,sec,1556.88,INR,0.0,0.08,2026-01-01
U522,ACCT1015,VM100073,2026-03-01T10:00:00,Database,SKU15,20540,sec,1643.2,INR,0.0,0.08,2026-01-01
U523,ACCT1027,VM100267,2026-03-24T10:00:00,Network,SKU4,22926,sec,1834.08,INR,0.0,0.08,2026-01-01
U524,ACCT1057,VM100232,2026-02-24T10:00:00,Database,SKU2,4502,sec,360.16,INR,0.0,0.08,2026-01-01
U525,ACCT1091,VM100059,2026-01-04T20:00:00,Compute,SKU6,22583,sec,1806.64,INR,0.0,0.08,2026-01-01
U526,ACCT1095,VM100125,2026-03-30T01:00:00,Storage,SKU11,11532,sec,922.56,INR,0.0,0.08,2026-01-01
U527,ACCT1072,VM100219,2026-06-13T13:00:00,Storage,SKU13,30381,sec,2430.48,INR,0.0,0.08,2026-01-01
U528,ACCT1081,VM100095,2026-02-01T19:00:00,Network,SKU13,42074,sec,3365.92,INR,100.0,0.08,2026-01-01
U529,ACCT1004,VM100102,2026-03-18T17:00:00,Network,SKU13,38910,sec,3112.8,INR,0.0,0.08,2026-01-01
U530,ACCT1001,VM100110,2026-02-05T02:00:00,Compute,SKU19,18341,sec,1467.28,INR,0.0,0.08,2026-01-01
U531,ACCT1014,VM100275,2026-02-01T21:00:00,Database,SKU7,24072,sec,1925.76,INR,0.0,0.08,2026-01-01
U532,ACCT1059,VM100059,2026-02-14T18:00:00,Network,SKU17,44055,sec,3524.4,INR,0.0,0.08,2026-01-01
U533,ACCT1082,VM100161,2026-04-12T21:00:00,Network,SKU19,25569,sec,2045.52,INR,0.0,0.08,2026-01-01
U534,ACCT1015,VM100179,2026-03-02T01:00:00,Storage,SKU10,30106,sec,2408.48,INR,0.0,0.08,2026-01-01
U535,ACCT1079,VM100044,2026-04-25T16:00:00,Database,SKU4,8878,sec,710.24,INR,0.0,0.08,2026-01-01
U536,ACCT1031,VM100157,2026-01-20T23:00:00,Database,SKU5,12096,sec,967.68,INR,100.0,0.08,2026-01-01
U537,ACCT1066,VM100199,2026-03-13T09:00:00,Storage,SKU19,39187,sec,3134.96,INR,0.0,0.08,2026-01-01
U538,ACCT1050,VM100217,2026-02-01T16:00:00,Storage,SKU18,31994,sec,2559.52,INR,0.0,0.08,2026-01-01
U539,ACCT1022,VM100251,2026-02-19T07:00:00,Storage,SKU11,9294,sec,743.52,INR,0.0,0.08,2026-01-01
U540,ACCT1058,VM100028,2026-05-28T17:00:00,Compute,SKU16,23629,sec,1890.32,INR,0.0,0.08,2026-01-01
U541,ACCT1018,VM100100,2026-05-20T03:00:00,Network,SKU14,25262,sec,2020.96,INR,0.0,0.08,2026-01-01
U542,ACCT1088,VM100252,2026-03-12T22:00:00,Network,SKU16,46639,sec,3731.12,INR,0.0,0.08,2026-01-01
U543,ACCT1022,VM100043,2026-04-07T11:00:00,Storage,SKU10,2122,sec,169.76,INR,0.0,0.08,2026-01-01
U544,ACCT1005,VM100141,2026-02-08T08:00:00,Database,SKU6,35332,sec,2826.56,INR,100.0,0.08,2026-01-01
U545,ACCT1100,VM100235,2026-04-07T12:00:00,Network,SKU18,48761,sec,3900.88,INR,0.0,0.08,2026-01-01
U546,ACCT1066,VM100058,2026-04-08T17:00:00,Database,SKU18,7584,sec,606.72,INR,0.0,0.08,2026-01-01
U547,ACCT1047,VM100278,2026-05-21T09:00:00,Compute,SKU15,49696,sec,3975.68,INR,0.0,0.08,2026-01-01
U548,ACCT1070,VM100112,2026-03-14T13:00:00,Storage,SKU10,6811,sec,544.88,INR,0.0,0.08,2026-01-01
U549,ACCT1005,VM100231,2026-02-14T20:00:00,Compute,SKU15,22944,sec,1835.52,INR,0.0,0.08,2026-01-01
U550,ACCT1016,VM100122,2026-02-05T19:00:00,Database,SKU20,48440,sec,3875.2,INR,0.0,0.08,2026-01-01
U551,ACCT1081,VM100220,2026-01-29T07:00:00,Storage,SKU7,40480,sec,3238.4,INR,0.0,0.08,2026-01-01
U552,ACCT1027,VM100031,2026-04-08T07:00:00,Database,SKU20,23091,sec,1847.28,INR,100.0,0.08,2026-01-01
U553,ACCT1069,VM100087,2026-02-25T05:00:00,Database,SKU10,46240,sec,3699.2,INR,0.0,0.08,2026-01-01
U554,ACCT1074,VM100137,2026-06-12T13:00:00,Compute,SKU5,33812,sec,2704.96,INR,0.0,0.08,2026-01-01
U555,ACCT1097,VM100211,2026-06-06T19:00:00,Database,SKU5,3985,sec,318.8,INR,0.0,0.08,2026-01-01
U556,ACCT1090,VM100068,2026-02-12T14:00:00,Database,SKU8,9684,sec,774.72,INR,0.0,0.08,2026-01-01
U557,ACCT1098,VM100202,2026-03-25T12:00:00,Database,SKU14,9417,sec,753.36,INR,0.0,0.08,2026-01-01
U558,ACCT1049,VM100232,2026-01-13T21:00:00,Compute,SKU13,41625,sec,3330,INR,0.0,0.08,2026-01-01
U559,ACCT1066,VM100143,2026-04-29T13:00:00,Network,SKU16,24287,sec,1942.96,INR,0.0,0.08,2026-01-01
U560,ACCT1042,VM100298,2026-01-01T10:00:00,Compute,SKU15,48119,sec,3849.52,INR,100.0,0.08,2026-01-01
U561,ACCT1082,VM100184,2026-05-26T02:00:00,Network,SKU7,4250,sec,340,INR,0.0,0.08,2026-01-01
U562,ACCT1055,VM100109,2026-03-26T10:00:00,Database,SKU10,17698,sec,1415.84,INR,0.0,0.08,2026-01-01
U563,ACCT1044,VM100281,2026-04-09T15:00:00,Network,SKU11,8658,sec,692.64,INR,0.0,0.08,2026-01-01
U564,ACCT1088,VM100025,2026-01-08T20:00:00,Network,SKU1,6625,sec,530,INR,0.0,0.08,2026-01-01
U565,ACCT1016,VM100081,2026-03-17T07:00:00,Compute,SKU14,30018,sec,2401.44,INR,0.0,0.08,2026-01-01
U566,ACCT1026,VM100068,2026-05-31T13:00:00,Database,SKU6,42698,sec,3415.84,INR,0.0,0.08,2026-01-01
U567,ACCT1036,VM100048,2026-04-22T17:00:00,Database,SKU3,23721,sec,1897.68,INR,0.0,0.08,2026-01-01
U568,ACCT1048,VM100085,2026-01-09T20:00:00,Database,SKU8,26074,sec,2085.92,INR,100.0,0.08,2026-01-01
U569,ACCT1055,VM100047,2026-05-01T02:00:00,Compute,SKU7,6337,sec,506.96,INR,0.0,0.08,2026-01-01
U570,ACCT1062,VM100040,2026-01-23T15:00:00,Storage,SKU17,39007,sec,3120.56,INR,0.0,0.08,2026-01-01
U571,ACCT1088,VM100228,2026-01-02T14:00:00,Database,SKU4,628,sec,50.24,INR,0.0,0.08,2026-01-01
U572,ACCT1055,VM100068,2026-03-23T12:00:00,Storage,SKU13,4741,sec,379.28,INR,0.0,0.08,2026-01-01
U573,ACCT1012,VM100053,2026-01-18T14:00:00,Database,SKU10,20635,sec,1650.8,INR,0.0,0.08,2026-01-01
U574,ACCT1018,VM100196,2026-05-13T00:00:00,Storage,SKU5,49458,sec,3956.64,INR,0.0,0.08,2026-01-01
U575,ACCT1009,VM100272,2026-04-07T03:00:00,Storage,SKU15,655,sec,52.4,INR,0.0,0.08,2026-01-01
U576,ACCT1045,VM100110,2026-04-18T04:00:00,Storage,SKU14,49138,sec,3931.04,INR,100.0,0.08,2026-01-01
U577,ACCT1079,VM100227,2026-05-27T18:00:00,Compute,SKU4,14337,sec,1146.96,INR,0.0,0.08,2026-01-01
U578,ACCT1018,VM100064,2026-04-11T14:00:00,Network,SKU12,47941,sec,3835.28,INR,0.0,0.08,2026-01-01
U579,ACCT1055,VM100162,2026-05-16T00:00:00,Storage,SKU9,9263,sec,741.04,INR,0.0,0.08,2026-01-01
U580,ACCT1083,VM100044,2026-02-12T08:00:00,Database,SKU1,36367,sec,2909.36,INR,0.0,0.08,2026-01-01
U581,ACCT1085,VM100155,2026-02-05T01:00:00,Storage,SKU13,34031,sec,2722.48,INR,0.0,0.08,2026-01-01
U582,ACCT1038,VM100028,2026-05-14T18:00:00,Network,SKU13,15785,sec,1262.8,INR,0.0,0.08,2026-01-01
U583,ACCT1015,VM100124,2026-03-27T06:00:00,Compute,SKU17,41917,sec,3353.36,INR,0.0,0.08,2026-01-01
U584,ACCT1002,VM100185,2026-06-09T09:00:00,Storage,SKU13,20840,sec,1667.2,INR,100.0,0.08,2026-01-01
U585,ACCT1073,VM100216,2026-03-04T08:00:00,Storage,SKU16,35906,sec,2872.48,INR,0.0,0.08,2026-01-01
U586,ACCT1099,VM100038,2026-01-03T20:00:00,Compute,SKU1,38593,sec,3087.44,INR,0.0,0.08,2026-01-01
U587,ACCT1034,VM100111,2026-01-07T19:00:00,Network,SKU17,4062,sec,324.96,INR,0.0,0.08,2026-01-01
U588,ACCT1037,VM100257,2026-05-11T22:00:00,Network,SKU13,27325,sec,2186,INR,0.0,0.08,2026-01-01
U589,ACCT1011,VM100275,2026-04-02T18:00:00,Storage,SKU9,40473,sec,3237.84,INR,0.0,0.08,2026-01-01
U590,ACCT1011,VM100159,2026-01-14T11:00:00,Storage,SKU5,33608,sec,2688.64,INR,0.0,0.08,2026-01-01
U591,ACCT1069,VM100168,2026-03-08T16:00:00,Compute,SKU10,38532,sec,3082.56,INR,0.0,0.08,2026-01-01
U592,ACCT1090,VM100224,2026-05-05T13:00:00,Compute,SKU8,15739,sec,1259.12,INR,100.0,0.08,2026-01-01
U593,ACCT1012,VM100223,2026-01-20T19:00:00,Compute,SKU10,29812,sec,2384.96,INR,0.0,0.08,2026-01-01
U594,ACCT1086,VM100090,2026-01-21T09:00:00,Storage,SKU1,930,sec,74.4,INR,0.0,0.08,2026-01-01
U595,ACCT1021,VM100255,2026-06-12T15:00:00,Database,SKU6,22821,sec,1825.68,INR,0.0,0.08,2026-01-01
U596,ACCT1048,VM100065,2026-05-08T23:00:00,Compute,SKU1,17713,sec,1417.04,INR,0.0,0.08,2026-01-01
U597,ACCT1043,VM100220,2026-02-16T10:00:00,Compute,SKU9,34431,sec,2754.48,INR,0.0,0.08,2026-01-01
U598,ACCT1092,VM100296,2026-04-18T02:00:00,Network,SKU15,5150,sec,412,INR,0.0,0.08,2026-01-01
U599,ACCT1066,VM100185,2026-01-10T11:00:00,Storage,SKU12,32842,sec,2627.36,INR,0.0,0.08,2026-01-01
U600,ACCT1021,VM100131,2026-05-12T23:00:00,Compute,SKU8,6843,sec,547.44,INR,100.0,0.08,2026-01-01
U601,ACCT1095,VM100261,2026-01-01T10:00:00,Compute,SKU8,2986,sec,238.88,INR,0.0,0.08,2026-01-01
U602,ACCT1006,VM100242,2026-03-04T02:00:00,Storage,SKU6,25198,sec,2015.84,INR,0.0,0.08,2026-01-01
U603,ACCT1005,VM100284,2026-05-18T01:00:00,Network,SKU8,46894,sec,3751.52,INR,0.0,0.08,2026-01-01
U604,ACCT1042,VM100128,2026-03-13T00:00:00,Database,SKU9,47304,sec,3784.32,INR,0.0,0.08,2026-01-01
U605,ACCT1010,VM100293,2026-03-05T15:00:00,Compute,SKU6,7925,sec,634,INR,0.0,0.08,2026-01-01
U606,ACCT1029,VM100265,2026-01-08T20:00:00,Compute,SKU15,26375,sec,2110,INR,0.0,0.08,2026-01-01
U607,ACCT1037,VM100160,2026-02-25T20:00:00,Network,SKU1,5761,sec,460.88,INR,0.0,0.08,2026-01-01
U608,ACCT1048,VM100103,2026-02-19T18:00:00,Database,SKU20,37049,sec,2963.92,INR,100.0,0.08,2026-01-01
U609,ACCT1032,VM100238,2026-03-04T20:00:00,Network,SKU7,38877,sec,3110.16,INR,0.0,0.08,2026-01-01
U610,ACCT1094,VM100280,2026-05-10T18:00:00,Storage,SKU1,16164,sec,1293.12,INR,0.0,0.08,2026-01-01
U611,ACCT1053,VM100013,2026-02-09T18:00:00,Database,SKU1,35590,sec,2847.2,INR,0.0,0.08,2026-01-01
U612,ACCT1043,VM100001,2026-05-10T12:00:00,Network,SKU10,43177,sec,3454.16,INR,0.0,0.08,2026-01-01
U613,ACCT1014,VM100106,2026-04-01T10:00:00,Network,SKU16,15708,sec,1256.64,INR,0.0,0.08,2026-01-01
U614,ACCT1008,VM100073,2026-05-02T10:00:00,Compute,SKU2,18438,sec,1475.04,INR,0.0,0.08,2026-01-01
U615,ACCT1030,VM100267,2026-03-12T11:00:00,Database,SKU15,46030,sec,3682.4,INR,0.0,0.08,2026-01-01
U616,ACCT1096,VM100044,2026-04-10T02:00:00,Storage,SKU13,6363,sec,509.04,INR,100.0,0.08,2026-01-01
U617,ACCT1010,VM100291,2026-01-11T15:00:00,Storage,SKU8,28607,sec,2288.56,INR,0.0,0.08,2026-01-01
U618,ACCT1038,VM100134,2026-05-26T05:00:00,Network,SKU11,20744,sec,1659.52,INR,0.0,0.08,2026-01-01
U619,ACCT1041,VM100232,2026-02-16T09:00:00,Compute,SKU7,15409,sec,1232.72,INR,0.0,0.08,2026-01-01
U620,ACCT1018,VM100300,2026-01-19T14:00:00,Compute,SKU6,10284,sec,822.72,INR,0.0,0.08,2026-01-01
U621,ACCT1058,VM100239,2026-02-23T14:00:00,Compute,SKU18,26741,sec,2139.28,INR,0.0,0.08,2026-01-01
U622,ACCT1046,VM100107,2026-03-19T03:00:00,Network,SKU9,20305,sec,1624.4,INR,0.0,0.08,2026-01-01
U623,ACCT1016,VM100047,2026-01-27T21:00:00,Database,SKU20,45061,sec,3604.88,INR,0.0,0.08,2026-01-01
U624,ACCT1006,VM100111,2026-05-23T15:00:00,Storage,SKU3,21582,sec,1726.56,INR,100.0,0.08,2026-01-01
U625,ACCT1092,VM100128,2026-06-15T06:00:00,Network,SKU17,23413,sec,1873.04,INR,0.0,0.08,2026-01-01
U626,ACCT1007,VM100154,2026-02-14T09:00:00,Compute,SKU13,11494,sec,919.52,INR,0.0,0.08,2026-01-01
U627,ACCT1058,VM100285,2026-05-08T16:00:00,Storage,SKU4,36152,sec,2892.16,INR,0.0,0.08,2026-01-01
U628,ACCT1060,VM100053,2026-05-18T04:00:00,Compute,SKU1,9261,sec,740.88,INR,0.0,0.08,2026-01-01
U629,ACCT1008,VM100114,2026-01-23T07:00:00,Network,SKU12,13084,sec,1046.72,INR,0.0,0.08,2026-01-01
U630,ACCT1088,VM100044,2026-04-10T09:00:00,Database,SKU3,38511,sec,3080.88,INR,0.0,0.08,2026-01-01
U631,ACCT1003,VM100034,2026-02-03T17:00:00,Network,SKU5,42435,sec,3394.8,INR,0.0,0.08,2026-01-01
U632,ACCT1012,VM100170,2026-01-21T21:00:00,Network,SKU2,2898,sec,231.84,INR,100.0,0.08,2026-01-01
U633,ACCT1022,VM100294,2026-03-15T22:00:00,Network,SKU16,47576,sec,3806.08,INR,0.0,0.08,2026-01-01
U634,ACCT1004,VM100196,2026-04-27T14:00:00,Storage,SKU12,28061,sec,2244.88,INR,0.0,0.08,2026-01-01
U635,ACCT1028,VM100096,2026-02-16T22:00:00,Network,SKU5,18440,sec,1475.2,INR,0.0,0.08,2026-01-01
U636,ACCT1005,VM100126,2026-04-21T11:00:00,Network,SKU14,19440,sec,1555.2,INR,0.0,0.08,2026-01-01
U637,ACCT1071,VM100246,2026-01-11T09:00:00,Database,SKU13,5848,sec,467.84,INR,0.0,0.08,2026-01-01
U638,ACCT1018,VM100215,2026-02-04T00:00:00,Storage,SKU18,42216,sec,3377.28,INR,0.0,0.08,2026-01-01
