Usage_ID,Account,Resource_ID,TS,Service,SKU,Usage,Unit,Cost,Currency,Credit_Amount,Price_Per_Second,Effective_Date,Date,Month,Day,Hour,Cloud_Provider,Net_Cost,Blended_Rate,Effective_Discount_%,Region,Owner,Environment,CPU_Utilization,Memory_Utilization,Disk_Utilization,Purchase_Type,Status,Tags_Present,Tag_Completeness_%,Tag_Status,Recommendation,Priority,Estimated_Savings
U223,ACCT1051,VM100142,2026-02-02 09:00:00,Network,SKU3,8105,sec,648.4,INR,0.0,0.08,2026-01-01,2026-02-02,2026-02,2,9,Azure,648.4,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U224,ACCT1085,VM100109,2026-04-20 12:00:00,Compute,SKU2,42009,sec,3360.72,INR,100.0,0.08,2026-01-01,2026-04-20,2026-04,20,12,Azure,3460.72,0.08238044228617676,2.98,,,,,,,,,,,,Healthy,Low,0.0
U225,ACCT1043,VM100125,2026-01-22 11:00:00,Storage,SKU3,37100,sec,2968.0,INR,0.0,0.08,2026-01-01,2026-01-22,2026-01,22,11,AWS,2968.0,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U226,ACCT1098,VM100284,2026-02-05 08:00:00,Storage,SKU8,38529,sec,3082.32,INR,0.0,0.08,2026-01-01,2026-02-05,2026-02,5,8,AWS,3082.32,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U227,ACCT1043,VM100076,2026-05-15 14:00:00,Compute,SKU9,39158,sec,3132.64,INR,0.0,0.08,2026-01-01,2026-05-15,2026-05,15,14,AWS,3132.64,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U228,ACCT1019,VM100067,2026-04-03 04:00:00,Storage,SKU4,16526,sec,1322.08,INR,0.0,0.08,2026-01-01,2026-04-03,2026-04,3,4,Azure,1322.08,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U229,ACCT1085,VM100014,2026-01-23 11:00:00,Database,SKU8,1073,sec,85.84,INR,0.0,0.08,2026-01-01,2026-01-23,2026-01,23,11,AWS,85.84,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U230,ACCT1076,VM100166,2026-01-03 16:00:00,Database,SKU2,11519,sec,921.52,INR,0.0,0.08,2026-01-01,2026-01-03,2026-01,3,16,AWS,921.52,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U231,ACCT1017,VM100216,2026-03-31 18:00:00,Compute,SKU16,7548,sec,603.84,INR,0.0,0.08,2026-01-01,2026-03-31,2026-03,31,18,AWS,603.84,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U232,ACCT1058,VM100186,2026-03-29 14:00:00,Compute,SKU15,39006,sec,3120.48,INR,100.0,0.08,2026-01-01,2026-03-29,2026-03,29,14,GCP,3220.48,0.0825637081474645,3.2,,,,,,,,,,,,Healthy,Low,0.0
U233,ACCT1065,VM100114,2026-06-11 08:00:00,Compute,SKU17,40411,sec,3232.88,INR,0.0,0.08,2026-01-01,2026-06-11,2026-06,11,8,AWS,3232.88,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U234,ACCT1039,VM100235,2026-04-20 19:00:00,Compute,SKU16,2141,sec,171.28,INR,0.0,0.08,2026-01-01,2026-04-20,2026-04,20,19,GCP,171.28,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U235,ACCT1052,VM100219,2026-04-28 02:00:00,Network,SKU15,7175,sec,574.0,INR,0.0,0.08,2026-01-01,2026-04-28,2026-04,28,2,GCP,574.0,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U236,ACCT1010,VM100042,2026-02-24 23:00:00,Storage,SKU3,39965,sec,3197.2,INR,0.0,0.08,2026-01-01,2026-02-24,2026-02,24,23,AWS,3197.2,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U237,ACCT1017,VM100141,2026-04-17 13:00:00,Database,SKU13,41589,sec,3327.12,INR,0.0,0.08,2026-01-01,2026-04-17,2026-04,17,13,GCP,3327.12,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U238,ACCT1077,VM100272,2026-02-20 07:00:00,Network,SKU4,29834,sec,2386.72,INR,0.0,0.08,2026-01-01,2026-02-20,2026-02,20,7,AWS,2386.72,0.07999999999999999,0.0,,,,,,,,,,,,Healthy,Low,0.0
U239,ACCT1090,VM100059,2026-05-26 13:00:00,Storage,SKU14,43007,sec,3440.56,INR,0.0,0.08,2026-01-01,2026-05-26,2026-05,26,13,Azure,3440.56,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U240,ACCT1058,VM100117,2026-03-12 14:00:00,Network,SKU13,22312,sec,1784.96,INR,100.0,0.08,2026-01-01,2026-03-12,2026-03,12,14,Azure,1884.96,0.08448189315166726,5.6,,,,,,,,,,,,Healthy,Low,0.0
U241,ACCT1054,VM100049,2026-02-23 08:00:00,Database,SKU9,28068,sec,2245.44,INR,0.0,0.08,2026-01-01,2026-02-23,2026-02,23,8,Azure,2245.44,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U242,ACCT1048,VM100079,2026-04-28 05:00:00,Compute,SKU3,31181,sec,2494.48,INR,0.0,0.08,2026-01-01,2026-04-28,2026-04,28,5,Azure,2494.48,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U243,ACCT1011,VM100048,2026-03-15 16:00:00,Database,SKU5,6428,sec,514.24,INR,0.0,0.08,2026-01-01,2026-03-15,2026-03,15,16,GCP,514.24,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U244,ACCT1072,VM100031,2026-04-11 02:00:00,Database,SKU4,36904,sec,2952.32,INR,0.0,0.08,2026-01-01,2026-04-11,2026-04,11,2,AWS,2952.32,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U245,ACCT1053,VM100182,2026-05-30 02:00:00,Network,SKU2,43703,sec,3496.24,INR,0.0,0.08,2026-01-01,2026-05-30,2026-05,30,2,AWS,3496.24,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U246,ACCT1037,VM100160,2026-03-02 00:00:00,Storage,SKU5,6889,sec,551.12,INR,0.0,0.08,2026-01-01,2026-03-02,2026-03,2,0,AWS,551.12,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U247,ACCT1085,VM100247,2026-02-08 06:00:00,Database,SKU18,7192,sec,575.36,INR,0.0,0.08,2026-01-01,2026-02-08,2026-02,8,6,Azure,575.36,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U248,ACCT1048,VM100059,2026-05-11 03:00:00,Storage,SKU14,18356,sec,1468.48,INR,100.0,0.08,2026-01-01,2026-05-11,2026-05,11,3,Azure,1568.48,0.08544780998038788,6.81,,,,,,,,,,,,Healthy,Low,0.0
U249,ACCT1072,VM100286,2026-01-05 11:00:00,Database,SKU1,40011,sec,3200.88,INR,0.0,0.08,2026-01-01,2026-01-05,2026-01,5,11,AWS,3200.88,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U250,ACCT1024,VM100140,2026-04-30 22:00:00,Database,SKU12,20349,sec,1627.92,INR,0.0,0.08,2026-01-01,2026-04-30,2026-04,30,22,Azure,1627.92,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U251,ACCT1001,VM100093,2026-05-29 10:00:00,Network,SKU3,9488,sec,759.04,INR,0.0,0.08,2026-01-01,2026-05-29,2026-05,29,10,AWS,759.04,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U252,ACCT1019,VM100016,2026-01-16 15:00:00,Storage,SKU13,48997,sec,3919.76,INR,0.0,0.08,2026-01-01,2026-01-16,2026-01,16,15,AWS,3919.76,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U253,ACCT1054,VM100233,2026-02-28 04:00:00,Database,SKU10,10415,sec,833.2,INR,0.0,0.08,2026-01-01,2026-02-28,2026-02,28,4,AWS,833.2,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U254,ACCT1093,VM100167,2026-05-13 13:00:00,Compute,SKU2,37297,sec,2983.76,INR,0.0,0.08,2026-01-01,2026-05-13,2026-05,13,13,AWS,2983.76,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U255,ACCT1020,VM100081,2026-05-09 18:00:00,Compute,SKU3,40590,sec,3247.2,INR,0.0,0.08,2026-01-01,2026-05-09,2026-05,9,18,AWS,3247.2,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U256,ACCT1035,VM100227,2026-04-23 23:00:00,Network,SKU20,27888,sec,2231.04,INR,100.0,0.08,2026-01-01,2026-04-23,2026-04,23,23,AWS,2331.04,0.08358577165806082,4.48,,,,,,,,,,,,Healthy,Low,0.0
U257,ACCT1057,VM100213,2026-02-16 14:00:00,Compute,SKU12,14227,sec,1138.16,INR,0.0,0.08,2026-01-01,2026-02-16,2026-02,16,14,AWS,1138.16,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U258,ACCT1056,VM100057,2026-02-18 08:00:00,Network,SKU17,44547,sec,3563.76,INR,0.0,0.08,2026-01-01,2026-02-18,2026-02,18,8,Azure,3563.76,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U259,ACCT1086,VM100158,2026-01-08 18:00:00,Network,SKU20,14551,sec,1164.08,INR,0.0,0.08,2026-01-01,2026-01-08,2026-01,8,18,AWS,1164.08,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U260,ACCT1008,VM100004,2026-02-04 21:00:00,Storage,SKU5,19853,sec,1588.24,INR,0.0,0.08,2026-01-01,2026-02-04,2026-02,4,21,AWS,1588.24,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U261,ACCT1098,VM100131,2026-02-19 09:00:00,Compute,SKU1,21603,sec,1728.24,INR,0.0,0.08,2026-01-01,2026-02-19,2026-02,19,9,Azure,1728.24,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U262,ACCT1064,VM100221,2026-01-30 23:00:00,Network,SKU18,8566,sec,685.28,INR,0.0,0.08,2026-01-01,2026-01-30,2026-01,30,23,Azure,685.28,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U263,ACCT1091,VM100118,2026-03-27 09:00:00,Database,SKU3,36716,sec,2937.28,INR,0.0,0.08,2026-01-01,2026-03-27,2026-03,27,9,Azure,2937.28,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U264,ACCT1051,VM100022,2026-03-16 10:00:00,Network,SKU3,1328,sec,106.24,INR,100.0,0.08,2026-01-01,2026-03-16,2026-03,16,10,AWS,206.24,0.15530120481927712,94.13,,,,,,,,,,,,Healthy,Low,0.0
U265,ACCT1041,VM100295,2026-03-15 06:00:00,Network,SKU14,37678,sec,3014.24,INR,0.0,0.08,2026-01-01,2026-03-15,2026-03,15,6,GCP,3014.24,0.07999999999999999,0.0,,,,,,,,,,,,Healthy,Low,0.0
U266,ACCT1038,VM100059,2026-03-11 03:00:00,Database,SKU6,1466,sec,117.28,INR,0.0,0.08,2026-01-01,2026-03-11,2026-03,11,3,GCP,117.28,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U267,ACCT1080,VM100236,2026-05-22 23:00:00,Database,SKU3,45294,sec,3623.52,INR,0.0,0.08,2026-01-01,2026-05-22,2026-05,22,23,Azure,3623.52,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U268,ACCT1056,VM100055,2026-02-11 12:00:00,Network,SKU17,28652,sec,2292.16,INR,0.0,0.08,2026-01-01,2026-02-11,2026-02,11,12,GCP,2292.16,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U269,ACCT1011,VM100203,2026-05-29 13:00:00,Database,SKU8,20434,sec,1634.72,INR,0.0,0.08,2026-01-01,2026-05-29,2026-05,29,13,Azure,1634.72,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U270,ACCT1043,VM100087,2026-01-14 00:00:00,Compute,SKU17,33555,sec,2684.4,INR,0.0,0.08,2026-01-01,2026-01-14,2026-01,14,0,AWS,2684.4,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U271,ACCT1066,VM100100,2026-06-04 14:00:00,Database,SKU5,22996,sec,1839.68,INR,0.0,0.08,2026-01-01,2026-06-04,2026-06,4,14,GCP,1839.68,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U272,ACCT1031,VM100053,2026-01-25 23:00:00,Storage,SKU6,16875,sec,1350.0,INR,100.0,0.08,2026-01-01,2026-01-25,2026-01,25,23,AWS,1450.0,0.08592592592592592,7.41,,,,,,,,,,,,Healthy,Low,0.0
U273,ACCT1078,VM100079,2026-05-10 17:00:00,Compute,SKU6,49851,sec,3988.08,INR,0.0,0.08,2026-01-01,2026-05-10,2026-05,10,17,GCP,3988.08,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U274,ACCT1099,VM100253,2026-03-21 04:00:00,Network,SKU19,49543,sec,3963.44,INR,0.0,0.08,2026-01-01,2026-03-21,2026-03,21,4,AWS,3963.44,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U275,ACCT1083,VM100166,2026-05-28 11:00:00,Database,SKU5,41205,sec,3296.4,INR,0.0,0.08,2026-01-01,2026-05-28,2026-05,28,11,GCP,3296.4,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U276,ACCT1057,VM100035,2026-03-22 00:00:00,Database,SKU9,29080,sec,2326.4,INR,0.0,0.08,2026-01-01,2026-03-22,2026-03,22,0,AWS,2326.4,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U277,ACCT1076,VM100029,2026-03-02 01:00:00,Compute,SKU10,33348,sec,2667.84,INR,0.0,0.08,2026-01-01,2026-03-02,2026-03,2,1,AWS,2667.84,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U278,ACCT1060,VM100232,2026-01-07 10:00:00,Database,SKU10,3828,sec,306.24,INR,0.0,0.08,2026-01-01,2026-01-07,2026-01,7,10,GCP,306.24,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U279,ACCT1010,VM100047,2026-04-15 23:00:00,Network,SKU15,39033,sec,3122.64,INR,0.0,0.08,2026-01-01,2026-04-15,2026-04,15,23,AWS,3122.64,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U280,ACCT1075,VM100284,2026-06-12 20:00:00,Compute,SKU15,48525,sec,3882.0,INR,100.0,0.08,2026-01-01,2026-06-12,2026-06,12,20,AWS,3982.0,0.0820607934054611,2.58,,,,,,,,,,,,Healthy,Low,0.0
U281,ACCT1074,VM100097,2026-02-24 20:00:00,Network,SKU17,39749,sec,3179.92,INR,0.0,0.08,2026-01-01,2026-02-24,2026-02,24,20,AWS,3179.92,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U282,ACCT1020,VM100032,2026-03-18 21:00:00,Database,SKU3,6883,sec,550.64,INR,0.0,0.08,2026-01-01,2026-03-18,2026-03,18,21,GCP,550.64,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U283,ACCT1065,VM100089,2026-01-07 16:00:00,Network,SKU15,16336,sec,1306.88,INR,0.0,0.08,2026-01-01,2026-01-07,2026-01,7,16,GCP,1306.88,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U284,ACCT1068,VM100268,2026-04-15 01:00:00,Database,SKU12,10503,sec,840.24,INR,0.0,0.08,2026-01-01,2026-04-15,2026-04,15,1,AWS,840.24,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U285,ACCT1037,VM100199,2026-03-11 18:00:00,Compute,SKU11,22275,sec,1782.0,INR,0.0,0.08,2026-01-01,2026-03-11,2026-03,11,18,AWS,1782.0,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U286,ACCT1009,VM100169,2026-01-17 03:00:00,Network,SKU10,36666,sec,2933.28,INR,0.0,0.08,2026-01-01,2026-01-17,2026-01,17,3,GCP,2933.28,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U287,ACCT1033,VM100077,2026-02-26 21:00:00,Storage,SKU12,5441,sec,435.28,INR,0.0,0.08,2026-01-01,2026-02-26,2026-02,26,21,GCP,435.28,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U288,ACCT1040,VM100201,2026-01-23 00:00:00,Compute,SKU10,39096,sec,3127.68,INR,100.0,0.08,2026-01-01,2026-01-23,2026-01,23,0,AWS,3227.68,0.08255780642520974,3.2,,,,,,,,,,,,Healthy,Low,0.0
U289,ACCT1072,VM100193,2026-04-20 19:00:00,Storage,SKU17,21627,sec,1730.16,INR,0.0,0.08,2026-01-01,2026-04-20,2026-04,20,19,AWS,1730.16,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U290,ACCT1012,VM100217,2026-03-28 18:00:00,Compute,SKU12,23812,sec,1904.96,INR,0.0,0.08,2026-01-01,2026-03-28,2026-03,28,18,AWS,1904.96,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U291,ACCT1040,VM100093,2026-06-12 07:00:00,Database,SKU16,14137,sec,1130.96,INR,0.0,0.08,2026-01-01,2026-06-12,2026-06,12,7,Azure,1130.96,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U292,ACCT1025,VM100116,2026-01-24 11:00:00,Compute,SKU10,10254,sec,820.32,INR,0.0,0.08,2026-01-01,2026-01-24,2026-01,24,11,GCP,820.32,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U293,ACCT1013,VM100260,2026-05-12 13:00:00,Compute,SKU11,35474,sec,2837.92,INR,0.0,0.08,2026-01-01,2026-05-12,2026-05,12,13,Azure,2837.92,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U294,ACCT1099,VM100068,2026-04-12 22:00:00,Storage,SKU6,24788,sec,1983.04,INR,0.0,0.08,2026-01-01,2026-04-12,2026-04,12,22,GCP,1983.04,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U295,ACCT1024,VM100085,2026-05-04 01:00:00,Compute,SKU14,28783,sec,2302.64,INR,0.0,0.08,2026-01-01,2026-05-04,2026-05,4,1,GCP,2302.64,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U296,ACCT1047,VM100122,2026-06-15 11:00:00,Database,SKU15,29211,sec,2336.88,INR,100.0,0.08,2026-01-01,2026-06-15,2026-06,15,11,GCP,2436.88,0.08342336790934922,4.28,,,,,,,,,,,,Healthy,Low,0.0
U297,ACCT1030,VM100274,2026-02-10 19:00:00,Network,SKU7,20381,sec,1630.48,INR,0.0,0.08,2026-01-01,2026-02-10,2026-02,10,19,GCP,1630.48,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U298,ACCT1048,VM100293,2026-03-17 04:00:00,Database,SKU13,30356,sec,2428.48,INR,0.0,0.08,2026-01-01,2026-03-17,2026-03,17,4,GCP,2428.48,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U299,ACCT1065,VM100271,2026-03-13 10:00:00,Storage,SKU20,10720,sec,857.6,INR,0.0,0.08,2026-01-01,2026-03-13,2026-03,13,10,GCP,857.6,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U300,ACCT1018,VM100129,2026-01-09 21:00:00,Network,SKU12,42120,sec,3369.6,INR,0.0,0.08,2026-01-01,2026-01-09,2026-01,9,21,GCP,3369.6,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U301,ACCT1071,VM100053,2026-05-02 09:00:00,Compute,SKU10,33910,sec,2712.8,INR,0.0,0.08,2026-01-01,2026-05-02,2026-05,2,9,Azure,2712.8,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U302,ACCT1011,VM100083,2026-02-16 13:00:00,Storage,SKU14,29546,sec,2363.68,INR,0.0,0.08,2026-01-01,2026-02-16,2026-02,16,13,AWS,2363.68,0.07999999999999999,0.0,,,,,,,,,,,,Healthy,Low,0.0
U303,ACCT1012,VM100114,2026-05-20 09:00:00,Database,SKU1,29665,sec,2373.2,INR,0.0,0.08,2026-01-01,2026-05-20,2026-05,20,9,AWS,2373.2,0.07999999999999999,0.0,,,,,,,,,,,,Healthy,Low,0.0
U304,ACCT1054,VM100028,2026-03-09 15:00:00,Database,SKU8,32999,sec,2639.92,INR,100.0,0.08,2026-01-01,2026-03-09,2026-03,9,15,Azure,2739.92,0.08303039486045032,3.79,,,,,,,,,,,,Healthy,Low,0.0
U305,ACCT1050,VM100042,2026-03-05 23:00:00,Compute,SKU11,14815,sec,1185.2,INR,0.0,0.08,2026-01-01,2026-03-05,2026-03,5,23,Azure,1185.2,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U306,ACCT1013,VM100172,2026-05-16 01:00:00,Storage,SKU2,9671,sec,773.68,INR,0.0,0.08,2026-01-01,2026-05-16,2026-05,16,1,Azure,773.68,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U307,ACCT1037,VM100242,2026-04-29 19:00:00,Network,SKU15,9195,sec,735.6,INR,0.0,0.08,2026-01-01,2026-04-29,2026-04,29,19,Azure,735.6,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U308,ACCT1079,VM100003,2026-06-04 14:00:00,Compute,SKU9,5292,sec,423.36,INR,0.0,0.08,2026-01-01,2026-06-04,2026-06,4,14,GCP,423.36,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U309,ACCT1028,VM100077,2026-04-04 15:00:00,Network,SKU4,47760,sec,3820.8,INR,0.0,0.08,2026-01-01,2026-04-04,2026-04,4,15,AWS,3820.8,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U310,ACCT1100,VM100148,2026-02-10 13:00:00,Compute,SKU2,19836,sec,1586.88,INR,0.0,0.08,2026-01-01,2026-02-10,2026-02,10,13,GCP,1586.88,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U311,ACCT1031,VM100215,2026-04-20 01:00:00,Network,SKU3,40916,sec,3273.28,INR,0.0,0.08,2026-01-01,2026-04-20,2026-04,20,1,AWS,3273.28,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U312,ACCT1015,VM100256,2026-04-12 20:00:00,Compute,SKU17,35230,sec,2818.4,INR,100.0,0.08,2026-01-01,2026-04-12,2026-04,12,20,AWS,2918.4,0.08283848992336078,3.55,,,,,,,,,,,,Healthy,Low,0.0
U313,ACCT1074,VM100124,2026-05-03 15:00:00,Database,SKU14,9509,sec,760.72,INR,0.0,0.08,2026-01-01,2026-05-03,2026-05,3,15,Azure,760.72,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U314,ACCT1001,VM100181,2026-02-11 01:00:00,Network,SKU6,37499,sec,2999.92,INR,0.0,0.08,2026-01-01,2026-02-11,2026-02,11,1,GCP,2999.92,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U315,ACCT1086,VM100044,2026-03-31 08:00:00,Compute,SKU17,23732,sec,1898.56,INR,0.0,0.08,2026-01-01,2026-03-31,2026-03,31,8,Azure,1898.56,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U316,ACCT1070,VM100260,2026-05-15 05:00:00,Compute,SKU13,33367,sec,2669.36,INR,0.0,0.08,2026-01-01,2026-05-15,2026-05,15,5,GCP,2669.36,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U317,ACCT1061,VM100023,2026-04-19 11:00:00,Database,SKU9,25454,sec,2036.32,INR,0.0,0.08,2026-01-01,2026-04-19,2026-04,19,11,AWS,2036.32,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U318,ACCT1096,VM100009,2026-03-02 22:00:00,Database,SKU8,4527,sec,362.16,INR,0.0,0.08,2026-01-01,2026-03-02,2026-03,2,22,Azure,362.16,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U319,ACCT1094,VM100054,2026-05-12 16:00:00,Database,SKU5,38235,sec,3058.8,INR,0.0,0.08,2026-01-01,2026-05-12,2026-05,12,16,Azure,3058.8,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U320,ACCT1006,VM100181,2026-04-04 04:00:00,Storage,SKU15,22287,sec,1782.96,INR,100.0,0.08,2026-01-01,2026-04-04,2026-04,4,4,AWS,1882.96,0.08448692062637413,5.61,,,,,,,,,,,,Healthy,Low,0.0
U321,ACCT1090,VM100246,2026-04-18 19:00:00,Storage,SKU3,12045,sec,963.6,INR,0.0,0.08,2026-01-01,2026-04-18,2026-04,18,19,AWS,963.6,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U322,ACCT1092,VM100235,2026-01-07 07:00:00,Storage,SKU2,19331,sec,1546.48,INR,0.0,0.08,2026-01-01,2026-01-07,2026-01,7,7,AWS,1546.48,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U323,ACCT1026,VM100022,2026-02-23 20:00:00,Network,SKU18,20421,sec,1633.68,INR,0.0,0.08,2026-01-01,2026-02-23,2026-02,23,20,Azure,1633.68,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U324,ACCT1061,VM100130,2026-01-07 05:00:00,Storage,SKU10,49467,sec,3957.36,INR,0.0,0.08,2026-01-01,2026-01-07,2026-01,7,5,GCP,3957.36,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U325,ACCT1046,VM100025,2026-05-28 18:00:00,Database,SKU9,43074,sec,3445.92,INR,0.0,0.08,2026-01-01,2026-05-28,2026-05,28,18,Azure,3445.92,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U326,ACCT1016,VM100189,2026-03-16 13:00:00,Network,SKU13,26315,sec,2105.2,INR,0.0,0.08,2026-01-01,2026-03-16,2026-03,16,13,GCP,2105.2,0.07999999999999999,0.0,,,,,,,,,,,,Healthy,Low,0.0
U327,ACCT1044,VM100096,2026-03-26 16:00:00,Network,SKU12,45455,sec,3636.4,INR,0.0,0.08,2026-01-01,2026-03-26,2026-03,26,16,Azure,3636.4,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U328,ACCT1067,VM100137,2026-05-17 17:00:00,Network,SKU3,5514,sec,441.12,INR,100.0,0.08,2026-01-01,2026-05-17,2026-05,17,17,Azure,541.12,0.09813565469713456,22.67,,,,,,,,,,,,Healthy,Low,0.0
U329,ACCT1056,VM100093,2026-04-04 02:00:00,Database,SKU4,19352,sec,1548.16,INR,0.0,0.08,2026-01-01,2026-04-04,2026-04,4,2,AWS,1548.16,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U330,ACCT1011,VM100168,2026-04-23 19:00:00,Database,SKU15,19475,sec,1558.0,INR,0.0,0.08,2026-01-01,2026-04-23,2026-04,23,19,GCP,1558.0,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U331,ACCT1078,VM100219,2026-01-29 10:00:00,Network,SKU12,45304,sec,3624.32,INR,0.0,0.08,2026-01-01,2026-01-29,2026-01,29,10,Azure,3624.32,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U332,ACCT1058,VM100022,2026-05-05 01:00:00,Network,SKU9,23205,sec,1856.4,INR,0.0,0.08,2026-01-01,2026-05-05,2026-05,5,1,Azure,1856.4,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U333,ACCT1082,VM100030,2026-01-13 19:00:00,Network,SKU12,44086,sec,3526.88,INR,0.0,0.08,2026-01-01,2026-01-13,2026-01,13,19,AWS,3526.88,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
U334,ACCT1066,VM100082,2026-06-12 14:00:00,Storage,SKU20,2140,sec,171.2,INR,0.0,0.08,2026-01-01,2026-06-12,2026-06,12,14,AWS,171.2,0.07999999999999999,0.0,,,,,,,,,,,,Healthy,Low,0.0
U335,ACCT1087,VM100225,2026-01-06 22:00:00,Compute,SKU8,8372,sec,669.76,INR,0.0,0.08,2026-01-01,2026-01-06,2026-01,6,22,GCP,669.76,0.08,0.0,,,,,,,,,,,,Healthy,Low,0.0
